Date modified,รหัสสินค้า,ชื่อสินค้า,ชื่อร้านค้า,CommissionRate,CommissionAmount,ลิงก์สินค้า,ลิงก์ข้อเสนอ,PriceDisplay,SoldDisplay,PriceValue,SoldValue,SoldBucket,SoldScore,PriceBucket,PriceScore,CommissionBucket,CommissionScore,MiniBossScore
19/07/2026 12:12,22236883372,Oriental Princess ครีมทาตัว โลชั่นบำรุงผิว Body Lotion 400 ml.และขนาดทดลอง 30ml,Rasikan shop,0.12,2.4,https://shopee.co.th/product/91559865/22236883372,https://s.shopee.co.th/9fJPhqsfhB,20,20พัน+,20,20000,20K-49K,7,Budget,5,Good,4,5.45
19/07/2026 12:12,47456050764,ลูกกลิ้งเก็บขน ด้ามจับแข็งแรง ถอดประกอบได้ ใช้งานสะดวก ลูกกลิ้งเก็บฝุ่นและขนสัตว์ วัสดุ PP / สติกเกอร์ ทนทาน,Legend_shop,0.07,1.26,https://shopee.co.th/product/400525946/47456050764,https://s.shopee.co.th/9UzzVXtJ2A,18,1พัน+,18,1000,1K-4K,4,Budget,5,Normal,2,3.55
19/07/2026 12:12,52762038224,GaN60W ที่ชาร์จเร็ว ชุดชาร์จ PD Usb+Type-C หัวชาร์จ + สายชาร์จ เครื่องชาร์จเร็ว ชาร์จพร้อมกัน 2พอร์ต,PRIME GaN,0.11,3.08,https://shopee.co.th/product/1849274172/52762038224,https://s.shopee.co.th/9KgZJEtwN9,28,808,28,808,500-999,3,Budget,5,Good,4,3.85
19/07/2026 12:12,48562058570,12 ชิ้น ของเล่นบีบช้า Slow Rebound ของเล่นคลายเครียด ซาลาเปานุ่ม กล่องสุ่ม Blind Box ของเล่นน่ารัก สำหรับเด็กและผู้ใหญ่,EYE._.E,0.06,10.74,https://shopee.co.th/product/275700598/48562058570,https://s.shopee.co.th/AUsWhNpV0O,179,2พัน+,179,2000,1K-4K,4,Low,4,Normal,2,3.3
19/07/2026 12:12,51807791688,Mango ลูกกลิ้งทำความสะอาด ลูกกลิ้งกำจัดขน/ม้วนกาว รีฟิล เก็บขนและฝุ่น  ขจัดขนแมวและขนสุนัข ลูกกลิ้งทำความสะอาด สีชมพู,Mango Pet Shop,0.1,0.6,https://shopee.co.th/product/1574511815/51807791688,https://s.shopee.co.th/AKZ6V4q8LN,6,467,6,467,100-499,2,Budget,5,Good,4,3.45
19/07/2026 12:12,25774950339,ราคาถูก🔥ลูกกลิ้งทำความสะอาดลูกกลิ้งกำจัดขน/ม้วนกาว รีฟิล เก็บขนและฝุ่น ขจัดขนแมวและขนสุนัข ลูกกลิ้งทำความสะอาด,BE Department Store,0.1,0.5,https://shopee.co.th/product/1013987281/25774950339,https://s.shopee.co.th/AAFgIlqlgM,5,2พัน+,5,2000,1K-4K,4,Budget,5,Good,4,4.25
19/07/2026 12:12,50958335810,UGREEN USB-C to L สายชาร์จ ชาร์จเร็ว 2.4A ยาว 1 เมตร / 2 เมตร Nylon Braided รองรับ IOS 14/13/12/11/10 สำหรับ ไอโฟน,UGreen Discount-Store,0.1,23.9,https://shopee.co.th/product/1679012634/50958335810,https://s.shopee.co.th/9zwG6SrP1L,239,585,239,585,500-999,3,Low,4,Good,4,3.6
19/07/2026 12:12,24281327495,DO10 (พร้อมส่ง) หมีแบร์ ของเล่นบีบสกุชชี่ รูปการ์ตูนสัตว์น่ารัก สีสันสดใส บรรเทาความเครียด ของเล่น สกุชชี่ สำหรับเด็ก,Abby Kids Toy,0.1,4.5,https://shopee.co.th/product/277429633/24281327495,https://s.shopee.co.th/5q6h8o7GTY,45,41,45,41,<100,1,Budget,5,Good,4,3.05
19/07/2026 12:12,26614052090,ดอกไม้ที่เรียบง่ายพรมห้องน้ำห้องน้ำลื่นดูดซับน้ำและคราบเสื่อปูพื้นพรมแคชเมียร์เลียนแบบคริสตัลกำมะหยี่พรมปูพื้น,ha_ha,0.07,1.33,https://shopee.co.th/product/965000081/26614052090,https://s.shopee.co.th/5fnGwV7toX,19,40พัน+,19,40000,20K-49K,7,Budget,5,Normal,2,4.75
19/07/2026 12:12,54803785128,⚡รุ่นใหม่2026 เครื่องตัดขุยผ้า ตัดขุยผ้า ที่ขจัดขุยผ้า กำจัดขุยบนเสื้อผ้า ใบมีด 6 แฉก แรงดูดสูง,rainbowray_,0.07,4.76,https://shopee.co.th/product/1502749587/54803785128,https://s.shopee.co.th/5VTqkC8X9W,68,246,68,246,100-499,2,Budget,5,Normal,2,2.75
19/07/2026 12:12,50809681159,สายชาร์จ ชาร์จไวPD 66W สายยาว 1/1.5 /2เมตร Type-C to L ชาร์จเร็วสำหรับ iPhone 8–14ProMax,MEGA BEN,0.11,3.85,https://shopee.co.th/product/1774157441/50809681159,https://s.shopee.co.th/5LAQXt9AUV,35,1พัน+,35,1000,1K-4K,4,Budget,5,Good,4,4.25
19/07/2026 12:12,53310787304,🔥การจัดส่งตลอด 8 ชั่วโมง🔥 สกุชชี่น้ำแข็งหนึบ แช่ตู้เย็นก่อนเล่นเพื่อความสโลว์,Nice Stuff,0.07,3.78,https://shopee.co.th/product/1782412998/53310787304,https://s.shopee.co.th/6VMNw24j7k,54,888,54,888,500-999,3,Budget,5,Normal,2,3.15
19/07/2026 12:12,24396595475,⚡พร้อมส่ง⚡แก้วเก็บความเย็น และเก็บความร้อน 750ML จุขนาด 316 สแตนเลส พร้อมหลอด มาพร้อมพวงกุญแจห้อยสุดน่ารัก,Little-Joys,0.1,16.6,https://shopee.co.th/product/1592096740/24396595475,https://s.shopee.co.th/6L2xjj5MSj,166,10พัน+,166,10000,10K-19K,6,Low,4,Good,4,4.8
19/07/2026 12:12,50305158162,ม้วนกาวลูกกลิ้งทำความสะอาด เก็บฝุ่น 19CM/24CM 20 ม้วน  เศษผม เศษฝุ่น รีฟีลเก็บฝุ่น  ลูกกลิ้งเก็บผม ลูกกลิ้ง แปรงปัดฝุ่น,ha_ha,0.07,6.86,https://shopee.co.th/product/965000081/50305158162,https://s.shopee.co.th/6AjXXQ5zni,98,996,98,996,500-999,3,Budget,5,Normal,2,3.15
19/07/2026 12:12,53458285936,[พร้อมส่ง] สายชาร์จถักพรีเมียม ใช้ได้กับ iPhone 14 13 ชาร์จไวไม่ทำลายแบตเตอรี่ ยาว 1m/1.5m/2m,MEGA Lek,0.12,5.04,https://shopee.co.th/product/1775217605/53458285936,https://s.shopee.co.th/60Q7L76d8h,42,1พัน+,42,1000,1K-4K,4,Budget,5,Good,4,4.25
19/07/2026 12:12,23535785016,[1 แถม 1 ยาสีฟันขิงขิง] ยาสีฟัน บอสหนุ่ม ยาสีฟันสมุนไพร บียอน ลดกลิ่นปาก ฟันแข็งแรง สินค้าจากบริษัทโดยตรง พร้อมจัดส่ง,noom.official,0.12,34.8,https://shopee.co.th/product/871075549/23535785016,https://s.shopee.co.th/7Ac4jG2Blw,290,50พัน+,290,50000,50K+,8,Low,4,Good,4,5.6
19/07/2026 12:12,40604496052,ส่งเร็ว🚚หมวกบักเก็ต ผ้าถักนิตติ้ง ขนาดเล็ก เข้ากับทุกการแต่งกาย เกาหลีหวาน ผู้ชายและผู้หญิง-Yanakala,Yanakala,0.17,9.01,https://shopee.co.th/product/1561718820/40604496052,https://s.shopee.co.th/70IeWx2p6v,53,7พัน+,53,7000,5K-9K,5,Budget,5,Excellent,5,5
19/07/2026 12:12,54351213479,[พร้อมส่ง]ลูกกลิ้งเก็บฝุ่นและขนบนเสื้อผ้า ลูกกลิ้งกำจัดขน ลูกกลิ้งทำความสะอาด ขจัดขนแมวและขนสุนัข ลูกปาที่ชัดเจน ชุดสีชม,she-s,0.09,0.45,https://shopee.co.th/product/1363381570/54351213479,https://s.shopee.co.th/6pzEKe3SRu,5,261,5,261,100-499,2,Budget,5,Normal,2,2.75
19/07/2026 12:12,49708305928,PD100W ชาร์จไม่ร้อน สายชาร์จ Type C 2 เมตร สายถัก ทำลายยาก สำหรับ iPhone 15 16 17 Pro Max,MEGA Lek,0.12,6.6,https://shopee.co.th/product/1775217605/49708305928,https://s.shopee.co.th/6ffo8L45mt,55,454,55,454,100-499,2,Budget,5,Good,4,3.45
19/07/2026 12:12,53312294267,[1 ด้าม + รีฟิล30ม้วน]ลูกกลิ้งกำจัดขน เก็บขนและฝุ่น ลูกกลิ้งทำความสะอาด สีชมพู ขจัดขนแมวและขนสุนัข,Sun*shop,0.06,3.72,https://shopee.co.th/product/47060990/53312294267,https://s.shopee.co.th/7prlWTzeQ8,62,697,62,697,500-999,3,Budget,5,Normal,2,3.15
19/07/2026 12:12,28651462790,Jeep EW011 หูฟังบลูทูธไร้สาย Bluetooth  5.3 HiFi HD Call กันน้ำ ลดเสียงรบกวน หูฟังบลูทูธ พร้อมไมโครโฟน,Jeep Online Store,0.09,20.61,https://shopee.co.th/product/1049006465/28651462790,https://s.shopee.co.th/7fYLKB0Hl7,229,70พัน+,229,70000,50K+,8,Low,4,Normal,2,4.9
19/07/2026 12:12,41681146115,🐾✨ ลูกกลิ้งเก็บขนสัตว์ แบบมีกาวฉีกเปลี่ยนได้ กำจัดขนแมวขนสุนัข ฝุ่น และเส้นผมบนเสื้อผ้าโซฟา,LISA S PET SHOP,0.09,1.89,https://shopee.co.th/product/994377827/41681146115,https://s.shopee.co.th/7VEv7s0v66,21,384,21,384,100-499,2,Budget,5,Normal,2,2.75
19/07/2026 12:12,42257122606,GOOJODOQ Phone Holder BD3010 ขาตั้งโทรศัพท์มือถือ ดูดแม่เหล็ก พับได้ ปรับมุมได้ หนัง ที่ตั้งโทรศัพท์,GOOJODOQ Mall,0.12,15.6,https://shopee.co.th/product/1505570169/42257122606,https://s.shopee.co.th/7KvUvZ1YR5,130,10พัน+,130,10000,10K-19K,6,Low,4,Good,4,4.8
19/07/2026 12:12,48010611299,แตงโมหยิกเพลงเปียกนุ่มหิมะผิวช้า Rebound ผลไม้ Vent Ball Candy ของเล่น Decompression ของเล่น Decompression Handy เครื่องมือ Mini,poptop.th,0.1,2.1,https://shopee.co.th/product/250807762/48010611299,https://s.shopee.co.th/3B5vxuHPtI,21,113,21,113,100-499,2,Budget,5,Good,4,3.45
19/07/2026 12:12,40651845822,Hello Polo รุ่น HP8047 รองเท้านุ่ม แฟชั่นแบบสวม รองเท้าแตะ ส้นแบน EVA รองเท้าแตะผู้หญิงและผู้ชาย กันน้ำ กันลื่น,MARC EIRA,0.22,20.24,https://shopee.co.th/product/1118978290/40651845822,https://s.shopee.co.th/30mVlbI3EH,92,714,92,714,500-999,3,Budget,5,Excellent,5,4.2
19/07/2026 12:12,26650344170,[Workup Mall] น้ำยาซักผ้าขาว ขจัดคราบเหลือง ผ้าหมอง คืนความขาวเหมือนใหม่ (สูตรโรงเเรม-รีสอร์ท),Workup Mall,0.12,18,https://shopee.co.th/product/112705522/26650344170,https://s.shopee.co.th/2qT5ZIIgZG,150,3พัน+,150,3000,1K-4K,4,Low,4,Good,4,4
19/07/2026 12:12,28611419423,ชุดที่ชาร์จ ชุดชาร์จ OUKU Q43T หัวชาร์จพร้อมสาย Type-C to Type-C/PD ชาร์จเร็ว PD30W Fast Charger รองรับทุกรุ่น,ouku official store,0.09,11.07,https://shopee.co.th/product/408789080/28611419423,https://s.shopee.co.th/2g9fMzJJuF,123,223,123,223,100-499,2,Low,4,Normal,2,2.5
19/07/2026 12:12,29932530414,MODOFO กล้องจิ๋ว กล้องโกโปร กล้องแอคชั่น4K First Person View  ติดอกคอ มอเตอร์ไซค์ ขี่จักรยาน สัตว์เลี้ยง เด็ก Vlog ไลฟ์สต,MODOFO  Store,0.15,179.85,https://shopee.co.th/product/1290345316/29932530414,https://s.shopee.co.th/3qLcl8EsXU,1.2พัน,5พัน+,1200,5000,5K-9K,5,Premium,2,Excellent,5,4.25
19/07/2026 12:12,24331327746,COD❤️แว่นตากันแดดกรอบวงรีขนาดเล็กลายดาวY2Kแฟชั่นสไตล์เกาหลีวินเทจป้องกันรังสียูวีแว่นกรองแสงสำหรับผู้ชายและผู้หญิง-a.one,a.one.th,0.22,1.76,https://shopee.co.th/product/1037672177/24331327746,https://s.shopee.co.th/3g2CYpFVsT,8,30พัน+,8,30000,20K-49K,7,Budget,5,Excellent,5,5.8
19/07/2026 12:12,42203393837,พร้อมส่ง🔥ลูกกลิ้งเก็บฝุ่น ลูกกลิ้งกำจัดขน กาวลูกกลิ้งทำความสะาด กำจัดขนสุนัขขนแมวออกจากเสื้อผ้า,she-s,0.11,0.55,https://shopee.co.th/product/1363381570/42203393837,https://s.shopee.co.th/3VimMWG9DS,5,30พัน+,5,30000,20K-49K,7,Budget,5,Good,4,5.45
19/07/2026 12:12,18591631266,ENYX สายชาร์จ C-2X Fast Charge 3.1A ชาร์จเร็ว Micro Type-C L Cable C2X ชุดชาร์จ สำหรับ Samsung,itdix,0.06,3.12,https://shopee.co.th/product/492422331/18591631266,https://s.shopee.co.th/3LPMADGmYR,52,271,52,271,100-499,2,Budget,5,Normal,2,2.75
19/07/2026 12:12,43304958355,"TYESO 01-01022/23/24/25/26 600ML/750MTumbler พร้อมที่จับ,ขวดน้ําฉนวนสุญญากาศพร้อมฝาปิด 2-in-1 และฟาง,ถ้วยกาแฟสแตนเลสผนังคู่แก้วเดินทางป้องกันการรั่วพลิก",Tyeso Official Store,0.17,57.63,https://shopee.co.th/product/1096039665/43304958355,https://s.shopee.co.th/4VbJYMCLBg,339,20พัน+,339,20000,20K-49K,7,Medium,3,Excellent,5,5.3
19/07/2026 12:12,28066997858,MNO.9 Hoodie M248 เสื้อฮู้ด สกรีนอก มีกระเป๋าล้วงด้านหน้า GATKE ผ้าสำลีหนานุ่ม เสื้อกันหนาว เสื้อแขนยาว ฮู้ด,MNO.9,0.12,20.52,https://shopee.co.th/product/93346517/28066997858,https://s.shopee.co.th/4LHtM3CyWf,171,9พัน+,171,9000,5K-9K,5,Low,4,Good,4,4.4
19/07/2026 12:12,27607962444,JASMEEN✨ลูกกลิ้งเก็บฝุ่น ความกว้าง24cm ยืดได้ กลิ้งกำจัดฝุ่นแบบยาว กระดาษกาว เก็บขน ทำความสะอาด เส้นผมและฝุ่น ดักฝุ่น,Top Selection Store TH,0.11,6.16,https://shopee.co.th/product/1215001657/27607962444,https://s.shopee.co.th/4AyT9kDbre,56,326,56,326,100-499,2,Budget,5,Good,4,3.45
19/07/2026 12:12,45057363091,MOJUE C704 charger ชุดชาร์จเร็ว 27W พร้อมสายชาร์จ; รองรับการชาร์จในอุณหภูมิต่ำ,MOJUE Thailand,0.17,11.73,https://shopee.co.th/product/1749258184/45057363091,https://s.shopee.co.th/40f2xREFCd,69,1พัน+,69,1000,1K-4K,4,Budget,5,Excellent,5,4.6
19/07/2026 12:12,11685542340,IN2IT PRIMER++ ไพร์เมอร์ตัวดัง งานผิว,IN2IT_officialshop,0.24,14.16,https://shopee.co.th/product/70805340/11685542340,https://s.shopee.co.th/5Ar0La9nps,59,40พัน+,59,40000,20K-49K,7,Budget,5,Excellent,5,5.8
19/07/2026 12:12,42011730902,ผงมัทฉะ ออร์แกนิค 100% กลิ่นหอมละมุน ชงง่ายในทุกเมนู - RAIWAN ขนาด 100 กรัม,ไร่หวาน,0.32,108.8,https://shopee.co.th/product/680371/42011730902,https://s.shopee.co.th/50Xa9HARAr,340,933,340,933,500-999,3,Medium,3,Excellent,5,3.7
19/07/2026 12:12,26426072811,✨ถุงขยะหนาเอ็กซ์ตร้า 24x28 100ใบ🔥 แข็งแรงทนทาน ทนรั่ว100% ไม่ขาดง่าย💪 ไม่มีกลิ่น​ โปรโมชั่นลดรัว!​ ส่งด่วนฟรี,House and Home,0.13,2.08,https://shopee.co.th/product/1142477973/26426072811,https://s.shopee.co.th/4qE9wyB4Vq,16,40พัน+,16,40000,20K-49K,7,Budget,5,Good,4,5.45
19/07/2026 12:12,27944562000,SUNKANDI USB C ถึง Micro USB OTG สายอลูมิเนียมอัลลอยด์สายถักสําหรับกล้องฮาร์ดไดรฟ์แล็ปท็อป,SUNKANDI,0.12,9.6,https://shopee.co.th/product/778772368/27944562000,https://s.shopee.co.th/4fujkfBhqp,80,274,80,274,100-499,2,Budget,5,Good,4,3.45
19/07/2026 12:12,26825357928,ที่คว่ำจานระบายน้ํา ที่คว่ำจานระบายน้ําอเนกประสงค์ ที่วางจานมีช่องระบาย KN-S022,Diybyhome,0.12,7.92,https://shopee.co.th/product/60330451/26825357928,https://s.shopee.co.th/W5An0RZJ2,66,20พัน+,66,20000,20K-49K,7,Budget,5,Good,4,5.45
19/07/2026 12:12,40581443712,พรมข้างเตียง ลายกราฟิกโดปามีน 40x60/40x120 ซม นุ่มหนา กันฝุ่น กันเย็น ทนสกปรก เหมาะสำหรับห้องนอน,LIVING&CO,0.14,7.84,https://shopee.co.th/product/1725566557/40581443712,https://s.shopee.co.th/LlkahSCe1,56,528,56,528,500-999,3,Budget,5,Good,4,3.85
19/07/2026 12:12,42725451790,ลูกกลิ้งเก็บขน ขนาด  24/19cm ที่กลิ้ง+10 ม้วนกาว ลูกกลิ้ง ลูกกลิ้งกระดาษกาว ลูกกลิ้งเก็บฝุ่น ลูกกลิ้งทําความสะอาด,ha_ha,0.07,3.78,https://shopee.co.th/product/965000081/42725451790,https://s.shopee.co.th/BSKOOSpz0,54,4พัน+,54,4000,1K-4K,4,Budget,5,Normal,2,3.55
19/07/2026 12:12,26461156278,Essager สายเคเบิล USB ถึง Type C 6A 66W ชาร์จเร็ว ถ่ายโอนข้อมูล 480mbps สายเคเบิล A ถึง C,ESS Local Store,0.11,6.6,https://shopee.co.th/product/1336933815/26461156278,https://s.shopee.co.th/18uC5TTJz,60,4พัน+,60,4000,1K-4K,4,Budget,5,Good,4,4.25
19/07/2026 12:12,18280919074,พร้อมส่ง KENZZO : HEMNES ชั้นวางรองเท้าพร้อมราวแขวน ชั้นวางของ ราวแขวน ราวแขวนเสื้อผ้า ชั้นวางรองเท้า ราวแขวนเอนกประสงค์,KENZZO,0.27,24.03,https://shopee.co.th/product/148271541/18280919074,https://s.shopee.co.th/1BKraEP1xE,89,2พัน+,89,2000,1K-4K,4,Budget,5,Excellent,5,4.6
19/07/2026 12:12,25744390051,GOOJODOQ J201 หูฟังบลูทูธ หูฟัง Bluetooth 5.3 Ipx5 ไมโครโฟนในตัว A6 Pro หูฟังไร้สาย สมาร์ททัช Type C,GOOJODOQ Mall,0.13,29.77,https://shopee.co.th/product/1505570169/25744390051,https://s.shopee.co.th/111RNvPfID,229,20พัน+,229,20000,20K-49K,7,Low,4,Good,4,5.2
19/07/2026 12:12,56852871510,ลูกกลิ้งทำความสะอาด(รุ่นใหม่) ที่กลิ้งเก็บขนและฝุ่น ลูกกลิ้งเก็บขน ลูกกลิ้งกำจัดขน ม้วนกาว รีฟิล ลูกกลิ้งกระดาษ ปัดฝุ่น,smarthome center,0.07,0.77,https://shopee.co.th/product/1540303702/56852871510,https://s.shopee.co.th/qi1BcQIdC,11,2พัน+,11,2000,1K-4K,4,Budget,5,Normal,2,3.55
19/07/2026 12:12,48356337955,KINKONG【 รับประกัน 1 ปี】PD 30W 45W สายชาร์จ+หัวชาร์จ Fast Charger Type-C to Li สำหรับ i6 i7 i8 x xr i11 i12 i13 i14,SafeCharge store,0.13,7.54,https://shopee.co.th/product/1715221504/48356337955,https://s.shopee.co.th/gOazJQvyB,58,4พัน+,58,4000,1K-4K,4,Budget,5,Good,4,4.25
19/07/2026 12:12,24339262853,CIVAGO（26oz/780ml） แก้วกาแฟสแตนเลสซับเซรามิกพร้อมฝาปิดขวดสูญญากาศสามารถเก็บความร้อนและความเย็น,CIVAGO Official Store,0.18,61.74,https://shopee.co.th/product/1217575210/24339262853,https://s.shopee.co.th/1qaYNSMUbQ,343,100พัน+,343,100000,50K+,8,Medium,3,Excellent,5,5.7
19/07/2026 12:12,28266123414,LONTAI ตะกร้าซักผ้าแบบพับได้ ที่เก็บข้อมูลอเนกประสงค์ความจุขนาดใหญ่ ตะกร้าพลาสติกพร้อมล้อ,LONTAI Life Home Furnishings,0.14,30.66,https://shopee.co.th/product/1365798391/28266123414,https://s.shopee.co.th/1gH8B9N7wP,219,5พัน+,219,5000,5K-9K,5,Low,4,Good,4,4.4
19/07/2026 12:12,45852334079,YTL🐈10 ชิ้น🐶10/16/19/24 cm ม้วนกาวลูกกลิ้งทำความสะอาด ลูกกลิ้งเก็บขน เศษฝุ่น เศษผม แปรงกำจัดขน ดักฝุ่น,Barley quality,0.07,3.29,https://shopee.co.th/product/88202616/45852334079,https://s.shopee.co.th/1VxhyqNlHO,47,1พัน+,47,1000,1K-4K,4,Budget,5,Normal,2,3.55
19/07/2026 12:12,24185880935,Essager สายชาร์จเร็ว USB to Micro/Type C 2A /3A ของ ถ่ายโอนข้อมูลด้วย USB 2.0 480Mbps สายถัก A ถึง Micro,ESS Local Store,0.07,2.17,https://shopee.co.th/product/1336933815/24185880935,https://s.shopee.co.th/1LeHmXOOcN,31,10พัน+,31,10000,10K-19K,6,Budget,5,Normal,2,4.35
19/07/2026 12:12,44150760964,StylePop เสื้อโปโลแขนสั้น เสื้อโปโลผู้ชาย ทรงเกาลี ผ้าถัก (ผ้านุ่มใส่สบาย) Knit Polo Shirt [SM25],Style Pop BKK,0.06,20.34,https://shopee.co.th/product/1040039090/44150760964,https://s.shopee.co.th/2VqFAgJxFc,339,4พัน+,339,4000,1K-4K,4,Medium,3,Normal,2,3.05
19/07/2026 12:12,29841628456,【20 ชิ้นในแพ็คเกจใหญ่】📍 ลูกกลิ้งกำจัดขน เก็บขนและฝุ่น ลูกกลิ้งทำความสะอาด ลูกกลิ้งเก็บฝุ่น ลูกกลิ้งดักฝุ่น ที่เก็บขน,Heng Heng .Shop,0.09,6.12,https://shopee.co.th/product/1019768832/29841628456,https://s.shopee.co.th/2LWoyNKaab,68,10พัน+,68,10000,10K-19K,6,Budget,5,Normal,2,4.35
19/07/2026 12:12,56107570729,"🔥ราคาถูก🔥【1 ด้าม + รีฟิล15ม้วน】ลูกกลิ้งกำจัดขน เก็บขนและฝุ่น ลูกกลิ้งกำจัดขนสัตว์เลี้ยง ที่ทำความสะอาดขนแมว,หมา สุนัขCOD",mango_8,0.09,2.16,https://shopee.co.th/product/1365461505/56107570729,https://s.shopee.co.th/2BDOm4LDva,24,512,24,512,500-999,3,Budget,5,Normal,2,3.15
19/07/2026 12:12,28293443478,KYDG 0.3/1/1.5/2M - สายเคเบิลอะแดปเตอร์ USB C ชาร์จเร็ว - สาย USB Type C ถึง Micro USB - สายชาร์จข้อมูลโทรศัพท์ - สําหรับโทรศัพท์ Android ส่วนใหญ่,likaiyuesjx.th,0.07,5.6,https://shopee.co.th/product/1659345346/28293443478,https://s.shopee.co.th/20tyZlLrGZ,80,28,80,28,<100,1,Budget,5,Normal,2,2.35
19/07/2026 12:12,55904790330,ถุงเท้ากระต่ายน่ารัก 5/10 คู่ สไตล์เกาหลี ระบายอากาศดี สำหรับผู้หญิง เนื้อบาง ใส่สบาย ส่งจากไทย,บ้านของชุดชั้นใน,0.13,8.97,https://shopee.co.th/product/1605114117/55904790330,https://s.shopee.co.th/8Ko27OxkPo,69,3พัน+,69,3000,1K-4K,4,Budget,5,Good,4,4.25
19/07/2026 12:12,25058025807,[ทักแชทนัดคิวก่อนกดสั่ง] โปรx6⚡️ส่วนลด 50% นาน7เดือนแรก เครื่องกรองน้ำ COWAY 3 อุณหภูมิ ชำระรายเดือน,Coway.TH,0.82,113.16,https://shopee.co.th/product/48144426/25058025807,https://s.shopee.co.th/8V7SJhx74r,138,2พัน+,138,2000,1K-4K,4,Low,4,Excellent,5,4.35
19/07/2026 12:12,29755050122,Deli ไม้ถูพื้น ไม้ม๊อบพร้อมถังรีดน้ำ ใช้งานสะดวก หมุนได้ 360องศา ใช้ได้ทั้งเปียกและแห้ง  Mop Set,Deli Office Officialshop,0.12,26.28,https://shopee.co.th/product/431630907/29755050122,https://s.shopee.co.th/80BBimz15m,219,10พัน+,219,10000,10K-19K,6,Low,4,Good,4,4.8
19/07/2026 12:12,53101406694,"สายชาร์จข้อมูล PD 27W, สายชาร์จแบบถัก USB C ถึง L-Shaped C เหมาะสําหรับแล็ปท็อป, โทรศัพท์มือถือ",Vafa Thailand,0.15,8.7,https://shopee.co.th/product/1530037784/53101406694,https://s.shopee.co.th/8AUbv5yNkp,58,4พัน+,58,4000,1K-4K,4,Budget,5,Excellent,5,4.6
19/07/2026 12:12,29716121812,LONTAI ตะกร้าผ้าพับได้ ตะกร้าผ้าสกปรกอเนกประสงค์ ตะกร้าเก็บของในครัวเรือน ความจุขนาดใหญ่,LONTAI Life Home Furnishings,0.14,36.26,https://shopee.co.th/product/1365798391/29716121812,https://s.shopee.co.th/903iucvD40,259,1พัน+,259,1000,1K-4K,4,Low,4,Good,4,4
19/07/2026 12:12,9211672601,พร้อมส่ง🌸 พรมเช็ดเท้าในห้องน้ำ พรมขนสั้น ซับน้ำ แห้งไว้ พรมดูดน้ำ พรมปูพื้น พรมกันลื่น พรมในห้องน้ำ พรมซับน้ำ ถูกที่สุด!,phantomgirl7,0.1,5.8,https://shopee.co.th/product/39003074/9211672601,https://s.shopee.co.th/9AN96vuZj3,58,10พัน+,58,10000,10K-19K,6,Budget,5,Good,4,5.05
19/07/2026 12:12,26470427928,🤍พร้อมส่ง🤍 ลูกกลิ้งเก็บฝุ่น กาวเหนียว เก็บขน ขนแมว เส้นผม ทำความสะอาด ดักฝุ่น เบาะรถยนต์,BE Department Store,0.1,1,https://shopee.co.th/product/1013987281/26470427928,https://s.shopee.co.th/8fQsW0wTjy,10,3พัน+,10,3000,1K-4K,4,Budget,5,Good,4,4.25
19/07/2026 12:12,50651325485,MOJUE C701 สายชาร์จเกม 90° สำหรับเล่นเกม 35W Ligh&ning 67W Type-C ยาว 1.2 เมตร,MOJUE TH Store,0.17,13.43,https://shopee.co.th/product/1541087857/50651325485,https://s.shopee.co.th/8pkIiJvqP1,79,2พัน+,79,2000,1K-4K,4,Budget,5,Excellent,5,4.6
19/07/2026 12:12,23523021247,BONMECOM2 / ปลั๊กไฟ Melon/ ปลั๊กไฟโต๊ะคอม/ ปลั๊กไฟโต๊ะทำงาน  2 ช่อง 1 สวิตซ์ 3USB (1.5M) มี มอก. (ของแถมคละสี),bonmecom2,0.37,24.05,https://shopee.co.th/product/77638533/23523021247,https://s.shopee.co.th/9fJPhqsfiC,65,1พัน+,65,1000,1K-4K,4,Budget,5,Excellent,5,4.6
19/07/2026 12:12,46263553895,1จับ+15ม้วนกระดาษ วนกาวลูกกลิ้งทำความสะอาด ลูกกลิ้งเก็บขน เศษฝุ่น เศษผม กระดาษม้วนผมเหนียว19/24CM ลูกกลิ้งเก็บฝุ่น,PM-OnlineShop,0.1,2.2,https://shopee.co.th/product/1526256394/46263553895,https://s.shopee.co.th/9pcpu9s2NF,22,1,22,1,<100,1,Budget,5,Good,4,3.05
19/07/2026 12:12,45957704286,Sipeau 5เเพ็ค กระดาษทิชชู่แบบแขวน หนาเป็นพิเศษ ทนน้ำ ใช้ได้ทั้งแบบดึงด้านล่างและแบบดึงด้านบน เหมาะสำหรับใช้ในบ้าน,โรงงานทิชชู่ ขายส่ง-ปลีก,0.07,6.23,https://shopee.co.th/product/1069946726/45957704286,https://s.shopee.co.th/9KgZJEtwOA,89,10พัน+,89,10000,10K-19K,6,Budget,5,Normal,2,4.35
19/07/2026 12:12,47403829010,ชุดที่ชาร์จ USB 15W HOCO SU88T-DC135T ดีไซน์กะทัดรัด ใช้งานปลอดภัย มีทั้งแบบ หัวชาร์จเดี่ยว และ เซ็ตพร้อมสาย,HOCO official store,0.08,6.32,https://shopee.co.th/product/1278126372/47403829010,https://s.shopee.co.th/9UzzVXtJ3D,79,951,79,951,500-999,3,Budget,5,Normal,2,3.15
